Batch ID,CaCO₃ (%),Moisture (%),Avg Particle Size (mm),Temp Profile (°C),Retention Time (hr),Fuel Consumption (kg),Available CaO (%),Reactivity (sec),Kiln Feed Rate (tons/hour),Kiln Temperature (°C),Airflow Rate (m³/min),Lime Quality Index
LIME0034,92.8845781420882,5.505470159166627,1.5804606702572865,855.4625568223868,5.3926728015051415,472.935045251888,79.47162233552204,-0.15023343341904738,49.21247113755359,100.0324421499434,15.900614927569741,59.13438759898435
LIME0035,96.64508982420638,6.06020990749888,,828.6586711609328,4.836693109669394,401.1589215526205,82.51617833597308,6.506063755552274,63.05582715810523,134.19204870799496,13.328172689256109,71.39055356699778
LIME0036,92.55831270005795,7.759660038911077,3.478351593192829,903.4668580857674,5.9926901976301465,475.23924509976325,78.3039215168073,-3.6369167790982964,42.866890997197885,92.70749997462241,22.660332007233077,58.64899140935622
LIME0037,95.41772719000951,5.392415967178767,3.2584732578741855,943.1271742307586,4.22348236108009,484.7827564473024,83.88401644150201,0.32531776084090414,47.38054993575646,98.0727586329168,19.110286008375276,57.747589557595774
LIME0038,91.08065975224045,4.491036374292501,2.889243368523938,815.2513280741694,4.298220685218169,484.3535516404993,78.2763155830761,6.953420109321902,26.63930394978737,56.45034071216155,41.42031891367433,50.0
LIME0039,92.34362790220314,4.974425687808005,2.9888498581409735,941.0116199152992,4.958108450055468,530.9278178488962,77.55779556414195,12.42858520855704,67.34762793123576,136.99374404729704,15.386902811318976,64.65625295923242
LIME0040,95.39372247173824,3.2309240951108817,2.655557228712297,940.8653101869163,6.127019054460559,599.283820550742,80.61642197723278,12.806119868725975,39.29531756979929,81.03776154808168,30.99514053772244,53.09807351576504
LIME0041,96.47693315999082,4.305286868910942,3.1023794412008923,947.7042551078314,4.898830546564956,506.17646009205464,82.90829331123821,3.731270763539017,53.26910864239175,106.75417244242378,19.985830677821106,61.85317663569705
LIME0042,95.34273656237994,4.590717561886896,3.3829391397403072,960.9240107435843,4.908377378395359,489.1634105421769,81.48197654704136,6.122996064558658,48.98592170278136,105.49878449057023,13.176376010733483,60.63879376771552
LIME0043,94.76870343522351,4.475911602065407,2.1920566062947637,1010.1006962329808,4.279044821944096,487.03890934979535,81.96217096488918,10.12921809811937,49.0199903321666,101.97148016200813,23.56796564398322,56.59410782362621
LIME0044,94.39779260882142,5.152354872033722,3.149823843918674,882.1953975690473,5.472964792635189,506.2192383453857,82.33649661312258,-1.5997776320772141,58.09861984870875,125.68039358792359,12.683457960812943,69.66315045902711
LIME0045,92.04295601926515,4.177580067617799,3.4662174354773336,905.478579003893,5.476588127164677,458.58531198258004,78.86774571215675,8.077660345813312,66.71262460303635,142.87673355859116,15.68126758948531,72.69564947176573
LIME0046,93.56031158321058,6.121030667324471,2.7924498555183153,879.1780783375988,5.394537600699955,506.00992793730273,79.38265200420524,1.8182717340498078,52.51493669941992,113.7341639297875,16.71814920532691,65.16082981157709
LIME0047,94.07872245808042,5.000207064918197,3.350350306060292,900.0988422377906,4.685389663576319,522.54061681659,79.86114814239983,4.9498655249396215,56.55078017630526,116.33240447841801,24.111355101079504,63.68302780673932
LIME0048,97.11424445243783,4.990699678861386,4.407327222236276,976.6436677818156,4.646646615813497,510.4843031787244,81.45378184330713,3.0516478356794,53.288915367270405,108.55067942844327,23.084422489648023,62.951012119208166
LIME0049,95.68723657913692,4.672105283487082,2.947828603506554,832.7492758034666,4.353438874797515,522.877096700239,80.90693222140057,7.640615819917532,60.17531423930626,132.04757445151887,14.392648219250301,62.44112513477354
LIME0050,91.47391968927454,5.155190683858979,3.1966535250026618,856.9475163917213,5.041936250880466,521.6873804674268,78.4484555089719,9.022480067920842,45.370836205136726,97.25082471651834,21.658517023086578,57.54909511576802
LIME0051,95.64816793878958,5.825098264667635,2.630971458169304,968.859046825228,4.459796335360749,411.4051658876778,79.44575305187516,10.358383319181602,60.75390554416414,131.64207612141973,17.193641375037494,70.49780339743795
LIME0052,94.22983543916737,4.1328697842891,3.0906255813010253,951.0018253451045,4.411291747375356,531.8435079197701,81.30126082344407,7.1058748947499675,61.10499865647384,122.37050026952777,18.95551546543637,68.6249716294816
LIME0053,93.64615599938809,4.341883510924744,3.230135812491152,881.8434176591461,4.788154641544662,466.4492577168773,79.21614959615754,6.841498386955476,60.825370086829096,125.96279202087308,16.527964007989016,63.68626800354315
LIME0054,96.22335257768174,4.696273971223335,3.097421170135069,942.720100056036,4.755421912407892,445.2080418498021,80.23682421768427,15.012582793186066,43.39852132663524,93.24447185083066,19.96757502480017,60.8716009243219
LIME0055,,3.654129076526785,2.4901523401455714,917.0607921246017,4.731010735589022,444.7774086072502,81.87216875652668,-2.378219619451734,48.31662365762809,97.38682075392272,18.54413450288796,55.13709661395964
LIME0056,,4.180742140278502,3.1031808856627254,975.0137304500494,5.233222298420131,521.6770805236265,83.42925571712742,13.227803670627182,52.39466988780435,110.73445744039562,19.07246548961657,66.14956463902789
LIME0057,93.32156495355473,4.523779126455341,3.731097969358818,903.7254796913386,5.03952390107514,488.87125363875737,80.0142472731418,4.395221264119208,36.291579551709944,75.69750479813301,31.257972095914397,53.957001530801875
LIME0058,94.38157524829757,5.874389180712727,3.224317882257264,951.2816056936291,4.855921984744441,415.9015608007295,81.46967993935063,8.149292423877133,65.94920208086015,132.13076307960188,16.446699313164103,74.78583602149395
LIME0059,95.66252686280713,5.262561329001925,3.4809935945359207,1032.100595524631,5.091506464155741,523.9018907596142,83.62243706690649,3.0807536146060603,49.87723466497824,102.10843117699457,17.728982221550023,57.97024350627271
LIME0060,96.95109025424472,,2.8814940149936863,929.9049577523733,4.504236479447684,428.0195934600586,84.8923654876965,0.8022058090959501,52.83927887604722,108.68819841848651,20.870433387974185,61.47053946724479
LIME0061,94.04165152430942,5.850897962167972,3.374950119711855,902.4664082897422,5.052639311954839,506.99106792591056,81.03583170337363,7.933237606363894,44.22995560272797,89.44942329758022,21.448157031700944,58.85829538223466
LIME0062,94.62868204667237,4.862628211600604,3.139633919108263,936.122349261049,5.075301246422317,511.92494628365273,78.79564585649558,11.41574403891717,36.73122440632977,78.10187360318709,29.896017530139723,51.802554969341905
LIME0063,92.78733005198794,5.39046484992889,2.524544635156384,881.7359570898058,4.24847657032126,544.2788540847522,78.12022010671133,8.74887264296331,43.95970114525229,90.05054993015996,30.32913858846803,56.07312975279054
LIME0064,92.60758675183865,4.896778247067504,3.1592605023994373,1019.3983852762366,5.497846877185181,589.0842393233426,77.78984348881536,3.7379040410157067,52.192041876335885,107.28198946263629,18.083530038936313,65.95950797237228
LIME0065,,5.265362349399629,2.5041516682798446,909.0035518847991,4.559283147386502,431.76618370497295,85.50035413412697,22.159322550355085,56.734288127536935,123.66076174258629,20.030840815956598,66.30847274113789
LIME0066,97.71248005714165,4.417241342388418,2.683559862557604,886.3533339887243,5.045154899603218,,87.4060571401081,9.554934782561585,51.6179154060272,108.05821486862166,17.13693866112019,63.533054199399956
LIME0067,94.85597975683933,2.561182841723571,3.094664153646187,858.2155497489982,5.582205870267635,486.1832352477891,82.98986743530484,9.54749592587175,53.4672401624195,111.12768228652912,18.366249980569368,64.86224767937205
LIME0068,97.00706579578404,4.865720837813696,3.148622136690062,954.8610095803219,5.462838378856935,521.6874842980482,84.98542921201415,2.5395295714328148,46.62973625318623,100.01025562595953,21.53422956260123,61.92064073224813
LIME0069,95.72327205009528,6.4227481360999406,2.4053837674614353,943.3593706413869,5.017166694284418,510.78343854668094,82.33751851759158,1.9330677065196937,54.962485662454284,119.92389837881811,17.61317710011388,63.3192211211107
LIME0070,93.70976049078975,5.926215402241592,3.5269928855914383,875.1322814292953,4.818750498558965,482.372687863169,80.77863326230144,4.107252101905779,64.82832866385907,129.98127009454612,22.814396317809237,65.79914342530141
LIME0071,95.72279121101683,5.965397484591171,3.2860031391502362,928.8225672561211,5.473755954287784,477.95489056945723,79.09550049709866,11.439962562177179,57.04789442438987,119.21000532782026,16.609351519350657,67.96798512398111
LIME0072,98.07607313293194,6.236130721806218,2.647635782194558,824.5722015893572,5.33734748890431,444.1774572407976,83.89691637975697,-0.3686717143271432,58.0954188825294,123.28755751045632,18.97361580491456,76.14626458821213
LIME0073,94.9283479217801,5.0886575909614375,2.231207601775412,909.2485287536579,4.690817489977935,549.3930791203254,79.08969627174454,0.7135653921700174,52.94016399306631,109.25328451751845,13.098989529807369,67.56816007369108
LIME0074,98.12928731162802,5.197315707405596,2.9275477104592844,922.6378176038347,4.602553176499155,522.9602090799765,83.81937385820358,7.401247752018767,34.96844930400398,75.33887866262553,29.893197170095576,50.0
LIME0075,89.76050979182051,4.38234810456565,2.77702814306942,985.3664904779612,3.9638224091520007,545.8884098897569,75.82659395368916,8.67442063524605,39.55333469368757,86.79170092890377,28.708482138941736,55.18517384340572
LIME0076,96.64380500875045,4.683927143972951,3.0565702285265113,861.4590598635655,5.077015920841793,484.4801931762243,86.5244840010003,-0.047693038220493644,54.54875800663844,119.39007423296228,16.7494310428285,70.87461473666825
LIME0077,95.17409413647634,5.615771149771142,2.8184416694222167,836.0823685598838,4.958651127490801,467.1582265652785,83.13605226443947,-0.6017040217298861,49.89060948039914,102.4352251609602,12.513185724904265,59.370132068803315
LIME0078,94.40198529906826,6.203884437168816,1.996271569627495,855.2286019537479,5.5680956873212715,446.08424666853864,81.88122658577366,12.40259829695557,54.39842886472828,111.25934707724589,18.2669285537612,57.046040993705006
LIME0079,95.183521553071,4.860553724319001,2.805826530849421,833.171574984254,5.179527546740183,517.945879187033,81.0850928004462,7.166866900835489,66.76423417844073,146.31369276422953,15.029630942096658,70.53513951765619
LIME0080,91.02486217079822,4.549810735148588,2.8471904444658436,966.8328678879492,5.6671145970863455,448.0103387735883,82.07859318413115,-1.6808032067658996,57.26035999229334,119.77296644319601,19.636313749206277,65.73437689664027
LIME0081,,5.000527958856598,3.316830512387029,977.4319647512018,4.651317886041914,592.4331534483275,80.49550386846136,-0.8723491361623985,62.588862057428216,127.78514760626126,22.009992717539276,66.93956985620449
LIME0082,95.7142251430235,5.601206748929115,2.6509001626944753,916.0108288974415,5.5690751654838095,434.617870945328,83.02199815584407,3.067645738323521,50.9468138947073,109.09747633545501,18.488151862160677,58.65040946256974
LIME0083,97.95578808948304,3.556145183866458,3.839337336686283,961.0647472842574,4.735541810447672,513.6830059606251,83.35715291608868,8.484581734960667,41.9278432251556,86.24071260044843,21.281635036535224,50.0
LIME0084,93.9634595634527,2.703819046862762,2.0441797246741213,906.6979190290118,5.388798030896136,578.3427353606893,79.95422630515246,8.785807684086851,49.42133840785659,101.48421745440567,16.733421391949637,57.73961130198171
LIME0085,93.38301279421363,4.449463150508416,3.655583748901312,895.2444176149617,4.270620803734653,529.9544879631904,79.23260808314089,11.706045660799543,41.952481862808625,91.28229963213977,24.430727891545732,58.359755482949446
LIME0086,93.99648591283092,3.779287574085841,2.887840514560948,883.3481190473119,5.117567649683094,508.78368562458894,76.6574168217108,-0.7155682269368144,65.58294956772448,133.29707155979378,16.68592836638824,
LIME0087,96.83080423540414,4.491859802352689,3.429792436171778,884.4804504311218,4.007656029277045,451.5758176519052,78.60999369954986,7.303128254601469,57.903910765354695,116.55354221592924,15.633024509809005,64.43128654707824
LIME0088,95.65750221931937,4.852219681182529,3.0399007420293667,822.6099221845484,4.866431257029123,430.9115405716148,82.31845880411656,12.207249332079144,55.205124966282796,113.38234414634694,20.4503084731747,68.782588436753
LIME0089,93.94047959246592,4.546751590976987,3.5697777680127345,913.212738180367,5.220176996938957,538.5025054458793,83.77353728854104,11.267370229243813,62.359432022281034,132.28861828718593,17.43221874951594,67.27303528777185
LIME0090,96.02653486622671,6.452467534470745,2.8063190177235944,897.9833044892978,4.739515724384452,575.3073620387473,82.37785074851001,6.96052975965456,29.799435854767747,60.33246142793386,33.687377330896204,50.0
LIME0091,95.19415509869609,5.32674476460232,2.450689787411094,937.2680362038938,4.4747811856220165,478.05750047609143,79.42343441718249,17.67899535571772,55.881379513426594,117.0334311984551,15.187804397900797,67.04919048626806
LIME0092,96.93728998106577,5.300474359610829,3.7102521436355316,904.6761748219304,5.423059234647967,443.04692461918245,80.24401575524578,8.8163888116257,36.89354215695627,78.41602193993248,25.659421685800385,51.759674116485165
LIME0093,93.5958938122453,5.622207144043402,2.943259677058929,891.8648149215454,4.948268605076538,377.09152847254904,81.6106980550185,10.513863868506709,49.927443015343385,108.32993959722869,12.739799078148394,67.6046535491369
LIME0094,94.34467570680447,3.861166882219231,3.1107792368121054,856.4403484996185,4.755214676484664,450.9617578168731,79.28840741963599,6.243874888248802,46.88292407532786,95.9212398689681,22.037088800737255,60.31608362794862
LIME0095,94.21578369373569,6.039111787420269,3.6173759570223973,903.6076618410881,5.020947960577138,494.317157875048,81.9250256155701,1.2726359882082199,56.61736612096948,122.48993144965729,17.741449169874155,63.56391039372096
LIME0096,92.07297010373577,4.92423571346454,2.4840223789527824,936.9118615408081,6.3183345709727945,579.9561620418367,80.97048099736547,1.1187696696240153,52.28187288960955,107.02001363630647,19.692525287634087,66.22557647461177
LIME0097,95.59224055412915,5.670480617241212,3.2977454488196285,842.833050445807,5.576751424890772,533.6566846116484,83.27812599166133,5.6536569375158505,63.451171736117885,135.49066947892675,17.27310729512127,73.0963259175935
LIME0098,95.52211054435978,3.9281427669598443,2.7050526217685547,904.373687684037,5.58128683409392,515.2542702353377,82.24967938448133,4.08408545021208,43.98102839067386,91.75035009624428,23.894540798604123,54.82873876673469
LIME0099,95.01022691328492,,2.933915322177814,911.6521475764742,5.217773159496182,479.99401693494343,82.22422694897307,-3.741179923168998,57.09114389633284,115.49174445483587,17.18470198515371,69.1051719223239
LIME0100,94.5308257332497,5.817889658025028,3.0361394826921444,864.0967608190867,5.083242636288573,470.8417141372022,80.69023209877466,0.4427247673398984,51.62223216898832,110.61883919949965,19.5175027645423,65.0558108184846
LIME0101,92.16925851589917,5.376409526097516,2.249889069276532,870.6071847546,3.801958855834792,570.2823798753982,76.40427182102066,5.349181362220413,33.647097299284475,68.7596106014621,25.507296484786984,50.0
LIME0102,94.15870935446928,4.09794844564249,2.6105814785897827,911.5305424383107,4.660509826768434,510.0369270379195,78.2266180027469,10.002272665426585,40.81383541476967,83.06940671757141,22.75033344648298,54.41803347514698
LIME0103,,4.130336918725305,3.6755364462065696,843.3289490853689,4.759712793398763,735.556784458353,75.64230848930127,7.025981504111958,48.50121966477832,100.47825914364469,20.769451365277277,58.946570525218426
LIME0104,93.39544546155676,6.12543478441477,3.443095594292398,917.4961857624696,4.062553967976234,466.32301760513786,78.67715531453082,5.776068251019991,61.12292449891728,130.23205105909716,14.152912993014187,68.75133704080515
LIME0105,94.67742857666798,3.810588107132672,,855.23228131704,4.4212921048922835,457.0891984114187,83.42565422225908,-0.1859222918228136,54.637230575571145,111.83144506425336,20.882990592164013,62.7451301154938
LIME0106,95.80810171362907,6.642672953255963,3.1215617292564466,953.1426846516608,4.009581764538683,472.68679954112673,82.27233881834617,5.278013256977607,38.324991761192855,78.05774891451846,24.11673819867915,50.37686531008177
LIME0107,98.77237180242106,4.099379265352131,2.852878747181771,1016.891387269415,4.980838082151314,528.1455330142543,84.6487345978116,11.006303921114942,48.5968377195284,97.29041838575947,21.226386845544756,57.228743540659586
LIME0108,95.34915562566368,5.638391925608383,3.678291692913991,856.962159914909,5.409382985424408,494.62775591028753,80.51464935520224,6.329528899406916,70.1780644879303,146.975928912599,14.599163770317451,74.51880973730759
LIME0109,95.51510078144553,4.671381524251015,2.899823711102918,926.7103931187337,5.5533872593121645,496.1567296498169,84.1733588823254,-3.001788118445602,51.11223334840858,106.60627316933696,21.80362059167604,60.38984477172225
LIME0110,94.85110816846766,5.603187431082343,3.115921046067424,863.662904755899,5.207392231039621,565.6736580662619,81.04093827050285,-0.761173580968654,46.726744249276045,95.63906414757187,24.103393774325,62.709321023361866
LIME0111,91.16245756940192,4.455885997885807,3.5730150720710325,952.0477086898894,4.518301829400715,465.1769455106656,80.81898467299425,8.477400823723624,54.91739640756221,110.42408024693316,20.291264061008153,63.284921706162116
LIME0112,94.94697224910156,4.837207093927706,7.093574335027803,836.7370795457392,4.03396742074002,593.2099762943675,78.26980229796325,5.157050329966585,57.6339307958197,120.2158022656705,11.032871508529361,70.25987513137923
LIME0113,95.12046041988205,5.040919175395721,3.779394592248447,924.0293379213856,4.1215656502992495,466.4346204314457,78.91407408168982,5.756797473545225,45.43831652519941,98.03957571512937,25.590302051295033,56.60222399634342
LIME0114,99.92648422497058,3.9978125442185273,2.2347692951283116,856.3505516555324,4.365508711372751,504.4599098306286,82.84800276753442,1.8460817300414307,55.02574774371437,117.92328231222787,22.75523518637378,68.70243853489646
LIME0115,94.61527807043775,5.740824345420126,3.814821065556399,889.6507705450815,4.555570150982163,485.93982022986165,77.48648375880246,9.068188041020704,46.71110503329191,101.46394616905968,19.961812615721907,55.306462929581905
LIME0116,95.60309468466723,4.486786433528414,2.8136622080240126,848.4487362426346,4.920125751004207,506.17095667504805,79.757504458549,4.339167766014028,57.193276018294384,114.49616509726388,18.19451356927463,63.91632749301358
LIME0117,94.9305764605895,4.771400084659981,2.878650626087359,941.1175235447877,4.492917890936516,389.145379667229,80.87058367057806,4.578986698545444,51.69693157971284,113.38604581905773,16.6710127741493,65.97548122139554
LIME0118,92.66264392476094,4.005650625391488,2.0549949144085287,858.1509822780206,5.16948794683413,,78.1019661939624,2.0865280264748733,54.819678270528925,113.3825785103885,12.396489231140336,65.68109433212739
LIME0119,97.28564562903004,2.4376663412046895,2.7726026413111535,927.5982129665914,4.883863248600264,462.344133468971,75.18606213257442,11.866204811710197,42.408164538324954,93.2165196156624,21.364219231816445,60.62519024188441
LIME0120,96.50386606537354,4.808972237399831,2.480096734486558,882.7950985868833,5.005272855870513,443.8542661276215,84.52828334516533,3.364479996212548,41.787136159271405,85.68552107787242,22.310392501787646,55.91595136087424
LIME0121,96.58206389408609,7.412615421612916,2.6961768273132636,894.2763814100568,5.570125276335602,625.1585895452855,79.71662289838163,8.875380830612352,59.45497304659395,124.51698273597847,15.754898707323575,67.74763496710568
LIME0122,93.18122509041052,5.7846042878980235,2.9313445171055603,907.3877953700064,4.409884132899815,475.80078301997236,80.33711107097042,-0.27288143743013205,49.20603618614506,101.89514798445865,17.445967655590103,62.287285580114606
LIME0123,97.8055886218722,4.980739620265606,3.478895807236453,861.9087664170576,5.209352289146184,534.9606219335993,83.73517458662153,13.329941095268135,52.850347420993614,109.46111031922521,16.72107599103862,60.85205906552436
LIME0124,92.19629787441544,4.737109170791732,3.103801675700313,910.5183556770444,4.993013385761963,419.61793447384014,83.18835485749302,11.226806195960194,46.936045729134804,101.7787696790052,21.272567913288153,57.97763281862915
LIME0125,96.17371418760054,5.022465892812046,3.1538383267005567,976.5167282177206,4.833256859515153,486.01936400476615,84.01970392913923,-5.008460283534786,58.98726774013644,126.7803782491919,14.642130026852058,69.88682865913808
LIME0126,99.38091125161996,5.54711911517521,2.452240305577219,861.0952607083643,5.44262816043298,493.64003080087787,84.13126644208627,0.5578142207282646,43.92190019970342,96.55923566364018,24.39825826293267,58.26938034286714
LIME0127,93.01892734973862,3.819187184691155,2.559622955198635,958.5905071636922,5.4395070772785035,523.6407534963917,78.65703530301039,8.584547893494687,48.643987600991174,103.2567353258097,22.60250713495328,59.64473415024176
LIME0128,93.86740454079445,6.114321694668872,3.899362509175656,974.9048816743892,4.526754602005786,363.87729295040305,82.86829490628189,-1.7012930626715663,57.85992812703132,121.08065502099032,24.42428183837321,59.43435542105372
LIME0129,95.19930273017528,5.715381315441244,2.6323994826183768,859.1922505485978,4.908919708071038,508.3070306539165,78.36576249816105,5.583158039582446,61.72967699164266,124.57140007630554,19.576703373670266,70.68904102594864
LIME0130,93.9930486917676,5.718185725707935,3.8281041260286477,827.2472697454724,5.140605841292032,442.5129272316054,80.91369769008254,7.662156599320209,44.762407089733166,98.44651176950666,23.06948400060053,56.39100266201915
LIME0131,91.89867313786773,5.438475738809728,2.878469400559567,915.0980450085882,4.863496625988708,516.2172855597462,78.41393548526487,5.2584485190418055,69.59683981955882,146.8706377406586,12.507675600702337,73.66116756646502
LIME0132,95.13712594961206,5.01961665769399,3.001143968071752,872.6296238616563,5.292510666143899,448.18354015809183,80.94317618056174,8.183823771379412,53.13241693693617,113.70844606877367,19.70214382553468,63.68176139560363
LIME0133,92.8753925725478,5.67286123596682,3.535182580114965,993.4301609581502,5.1405960089551375,457.22586520372096,80.3126589406382,2.2748318900511637,39.57071738191262,82.36045237398362,26.251000184257098,50.0
LIME0134,95.94718486127036,5.591814133741378,3.6359462109693284,901.7403770249916,5.916280620178006,486.31861948033657,83.27967316873541,-6.431334599985011,53.69052048589968,113.26246926188863,17.08532252873376,62.98651563298388
